label,qid,docid,comment:,features
0,12189,431,docid = GX100-45-7835254 inc = 1 prob = 0.099147,"[0.106178, 0.0, 0.125, 0.0, 0.106178, 0.0, 0.0, 0.0, 0.0, 0.0, 0.103726, 0.0, 0.053781, 0.0, 0.101557, 0.028807, 0.054054, 0.3125, 0.529412, 0.02963, 0.929399, 0.876197, 0.730591, 0.892285, 0.0, 0.0, 0.0, 0.0, 0.095756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.919321, 0.893138, 0.725105, 0.905381, 0.833333, 0.483051, 0.0, 0.168642, 0.357143, 0.065574]"
2,12189,432,docid = GX231-54-2986633 inc = 1 prob = 0.184109,"[0.212355, 0.0, 0.5, 0.0, 0.218147, 0.0, 0.0, 0.0, 0.0, 0.0, 0.178884, 0.0, 0.5, 0.0, 0.183189, 0.266934, 0.135135, 0.375, 0.176471, 0.267007, 0.732666, 0.629393, 0.727909, 0.61433, 0.0, 0.0, 0.0, 0.0, 0.802204, 0.857359, 0.681953, 0.821011, 0.0, 0.0, 0.0, 0.0, 0.742768, 0.63501, 0.733851, 0.651522, 0.166667, 0.245763, 0.0, 0.052047, 0.142857, 0.032787]"
0,12189,433,docid = GX234-27-15221186 inc = 0.0467754826789655 prob = 0.111145,"[0.032819, 0.25, 0.5, 0.0, 0.046332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026209, 0.25, 0.5, 0.0, 0.037968, 0.008564, 0.216216, 0.5, 0.352941, 0.010099, 0.901651, 1.0, 0.463671, 1.0, 0.905557, 0.839623, 0.311687, 0.97532, 0.669733, 0.807452, 0.680936, 0.788305, 0.0, 0.0, 0.0, 0.0, 0.927107, 1.0, 0.541242, 1.0, 0.5, 0.262712, 0.0, 0.000135, 0.071429, 0.016393]"
0,12189,434,docid = GX259-27-4996904 inc = 0.0637732011136628 prob = 0.225206,"[0.53668, 0.0, 0.0, 0.0, 0.534749, 0.0, 0.0, 0.0, 0.0, 0.0, 0.426183, 0.0, 0.0, 0.0, 0.422669, 0.664442, 0.216216, 0.5, 0.235294, 0.664299, 0.815168, 0.683669, 0.9151, 0.65072, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.803433, 0.670635, 0.897825, 0.67279, 0.666667, 0.355932, 0.0, 0.181758, 0.142857, 0.016393]"
0,12190,435,docid = GX006-99-10469563 inc = 0.00108164513876537 prob = 0.0897585,"[0.023011, 0.0, 0.0, 0.0, 0.023011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012498, 0.0, 0.0, 0.0, 0.012513, 0.177433, 1.0, 0.545455, 0.428571, 0.178118, 0.0, 0.0, 0.065984, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.067571, 0.0, 0.2, 0.557692, 0.0, 0.66917, 0.1, 0.309524]"
0,12190,436,docid = GX016-02-10316901 inc = 1 prob = 0.103022,"[0.019175, 0.0, 1.0, 1.0, 0.023969, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019516, 0.0, 1.0, 1.0, 0.024378, 0.010944, 0.111111, 1.0, 0.714286, 0.011514, 1.0, 1.0, 0.573094, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.630858, 1.0, 0.6, 0.769231, 0.0, 1.0, 1.0, 0.238095]"
0,12190,437,docid = GX030-03-9077822 inc = 1 prob = 0.155892,"[0.03164, 1.0, 0.0, 0.5, 0.034516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.038513, 1.0, 0.0, 0.513416, 0.041934, 0.02648, 0.555556, 0.636364, 1.0, 0.02718, 0.739412, 0.492482, 0.506245, 0.338606, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.479171, 0.0, 0.0, 0.0, 0.733188, 0.493248, 0.525658, 0.34191, 1.0, 1.0, 0.0, 0.267085, 0.1, 0.047619]"
0,12190,438,docid = GX236-04-5521813 inc = 0.00135135126815625 prob = 0.089718,"[0.046021, 0.0, 0.666667, 0.0, 0.047939, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04984, 0.0, 0.730373, 0.0, 0.051906, 0.036921, 0.333333, 0.909091, 0.142857, 0.03731, 0.751308, 0.511512, 0.592256, 0.359308, 0.0, 0.0, 0.0, 0.0, 0.852731, 0.856583, 0.915773, 0.951975, 0.0, 0.0, 0.0, 0.0, 0.742205, 0.507537, 0.601051, 0.358574, 0.2, 0.230769, 0.0, 0.017566, 0.1, 0.0]"
0,12190,439,docid = GX236-64-15305999 inc = 0.00221045114163208 prob = 0.0899604,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.222222, 0.181818, 0.571429, 0.0, 0.53739, 0.620328, 0.0, 0.487127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.508435, 0.502696, 0.0, 0.374379, 0.4, 0.884615, 0.0, 0.018891, 0.1, 0.166667]"
0,12190,440,docid = GX238-41-3463897 inc = 1 prob = 0.417284,"[0.053691, 0.0, 0.333333, 0.0, 0.05465, 0.0, 0.0, 0.0, 0.0, 0.0, 0.052975, 0.0, 0.269627, 0.0, 0.053688, 0.050003, 0.0, 0.272727, 0.0, 0.049704, 0.915907, 0.764063, 0.745783, 0.743083, 0.0, 0.0, 0.0, 0.0, 0.624664, 0.146617, 0.003781, 0.115116, 0.0, 0.0, 0.0, 0.0, 0.90699, 0.755527, 0.749342, 0.736813, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
0,12190,441,docid = GX245-82-7977037 inc = 0.00933080388745876 prob = 0.0971497,"[0.51582, 0.0, 0.333333, 0.0, 0.516779, 0.0, 0.0, 0.0, 0.0, 0.0, 0.528421, 0.0, 0.269627, 0.0, 0.529101, 0.700673, 0.0, 0.909091, 0.285714, 0.701145, 0.748184, 0.44953, 0.752186, 0.417298, 0.0, 0.0, 0.0, 0.0, 0.314798, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.741395, 0.446417, 0.753197, 0.415763, 0.6, 0.288462, 0.0, 0.025784, 0.1, 0.0]"
0,12190,442,docid = GX272-02-12315360 inc = 1 prob = 0.282268,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.428571, 1.0, 0.845301, 0.642269, 1.0, 0.597203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.838529, 0.636551, 1.0, 0.593806, 0.2, 0.326923, 0.0, 0.004298, 0.1, 0.0]"
0,12209,443,docid = GX002-20-7220672 inc = 0.00378546386662114 prob = 0.0514978,"[0.005848, 0.0, 0.0, 0.0, 0.005848, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002895, 0.0, 0.0, 0.0, 0.002891, 0.027807, 0.0, 0.428571, 0.0, 0.027296, 0.284775, 0.061642, 0.060406, 0.056453, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.281912, 0.053796, 0.028994, 0.086564, 0.0, 0.08, 0.0, 0.0, 0.0, 0.75]"
0,12209,444,docid = GX009-28-13937452 inc = 0.021258931607708 prob = 0.162468,"[0.026316, 0.0, 0.0, 0.0, 0.026316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01074, 0.0, 0.0, 0.0, 0.010717, 0.015159, 0.0, 1.0, 0.666667, 0.015818, 0.958261, 0.937646, 0.657355, 0.806553, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.930133, 0.905493, 0.644352, 0.794886, 1.0, 0.88, 0.0, 0.0, 0.0, 0.625]"
0,12209,445,docid = GX009-31-15369589 inc = 1 prob = 0.0982087,"[0.008772, 0.0, 0.0, 0.0, 0.008772, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006508, 0.0, 0.0, 0.0, 0.006499, 0.003283, 0.0, 0.071429, 0.666667, 0.002701, 0.753559, 0.747053, 0.435467, 0.430839, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.737584, 0.696078, 0.415246, 0.431608, 0.25, 0.84, 0.0, 0.0, 0.0, 0.0]"
0,12209,446,docid = GX014-70-16681559 inc = 0.000946420105385564 prob = 0.0897452,"[0.011696, 0.0, 0.0, 0.0, 0.011696, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01241, 0.0, 0.0, 0.0, 0.012415, 0.344598, 1.0, 1.0, 0.666667, 0.346258, 0.219555, 0.0, 0.117489, 0.112238, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22239, 0.0, 0.088149, 0.143132, 0.5, 0.84, 0.0, 1.0, 0.5, 0.375]"
0,12209,447,docid = GX069-18-0853818 inc = 1 prob = 0.0717021,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.658009, 0.357143, 0.642857, 0.166667, 0.657697, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.312525, 1.0, 1.0]"
0,12209,448,docid = GX119-41-11689663 inc = 1 prob = 0.857879,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.285714, 0.857143, 1.0, 1.0, 1.0, 0.764012, 0.699761, 0.62975, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.766155, 0.69153, 0.643929, 0.0, 1.0, 0.0, 0.457292, 0.5, 0.0]"
0,12209,449,docid = GX241-11-16282716 inc = 0.00102035172439538 prob = 0.0897323,"[0.002924, 0.0, 1.0, 0.0, 0.005848, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001465, 0.0, 1.0, 0.0, 0.002932, 0.0, 0.214286, 0.285714, 0.666667, 0.0, 0.216238, 0.233276, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.254235, 0.136594, 0.0, 0.0, 0.25, 0.52, 0.0, 0.252061, 1.0, 0.0]"
1,12209,450,docid = GX256-03-11400584 inc = 1 prob = 0.767686,"[0.035088, 0.0, 0.0, 0.0, 0.035088, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02122, 0.0, 0.0, 0.0, 0.021218, 0.107753, 0.0, 0.0, 0.333333, 0.106771, 0.76967, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.776564, 1.0, 1.0, 1.0, 0.25, 0.88, 0.0, 0.0, 0.0, 0.0]"
0,12215,451,docid = GX000-57-7696816 inc = 1 prob = 0.0897452,"[0.003546, 0.0, 0.0, 0.0, 0.003041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009139, 0.0, 0.0, 0.0, 0.009931, 0.010756, 0.064516, 0.32, 0.166667, 0.010827, 0.325995, 0.652796, 0.510517, 0.457343, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.321282, 0.603103, 0.505105, 0.464339, 0.333333, 0.27, 0.0, 0.004191, 0.002762, 0.181818]"
0,12215,452,docid = GX000-63-2871388 inc = 0.0383241126732894 prob = 0.0897452,"[0.014184, 0.0, 0.0, 0.0, 0.013685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014253, 0.0, 0.0, 0.0, 0.014961, 0.03776, 0.096774, 0.12, 0.166667, 0.037767, 0.284535, 0.688613, 0.552036, 0.537716, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.287182, 0.648229, 0.550325, 0.551137, 0.333333, 0.24, 0.0, 0.012571, 0.002762, 0.090909]"
0,12215,453,docid = GX000-82-9019989 inc = 1 prob = 0.0899523,"[0.090172, 0.0, 0.0, 0.0, 0.089711, 0.0, 0.0, 0.0, 0.0, 0.0, 0.117046, 0.0, 0.0, 0.0, 0.116741, 0.047454, 0.048387, 0.24, 0.0, 0.047394, 0.413608, 0.860304, 0.77632, 0.782784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.416033, 0.836279, 0.772331, 0.79494, 0.0, 0.04, 0.0, 0.005479, 0.002762, 0.0]"
0,12215,454,docid = GX004-00-13769897 inc = 1 prob = 0.210534,"[0.056231, 0.0, 1.0, 0.0, 0.056766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.217675, 0.0, 1.0, 0.0, 0.223465, 0.02502, 0.0, 0.24, 0.111111, 0.024932, 1.0, 0.987223, 0.978186, 0.901159, 0.0, 0.0, 0.0, 0.0, 0.604408, 0.880375, 0.998563, 0.897505, 0.0, 0.0, 0.0, 0.0, 1.0, 0.977418, 0.976484, 0.913878, 0.333333, 0.05, 0.0, 0.0, 0.0, 0.0]"
0,12215,455,docid = GX004-62-6881198 inc = 1 prob = 0.0903843,"[0.00304, 1.0, 1.0, 0.0, 0.004562, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026964, 0.870068, 1.0, 0.0, 0.037984, 0.001431, 0.096774, 0.28, 0.0, 0.001454, 0.794434, 0.872772, 0.698077, 0.472374, 1.0, 1.0, 1.0, 1.0, 0.550013, 0.863591, 0.998205, 0.883123, 0.0, 0.0, 0.0, 0.0, 0.827325, 0.849893, 0.73341, 0.499812, 0.0, 0.12, 0.0, 0.001148, 0.002762, 0.022727]"
0,12215,456,docid = GX009-34-11543559 inc = 1 prob = 0.0729614,"[0.002533, 0.0, 0.0, 0.0, 0.002027, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00754, 0.0, 0.0, 0.0, 0.008346, 0.003601, 0.080645, 0.08, 0.333333, 0.003624, 0.154016, 0.572356, 0.218233, 0.145989, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.148068, 0.511975, 0.211534, 0.146039, 0.5, 0.34, 0.0, 0.003212, 0.005525, 0.454545]"
0,12215,457,docid = GX009-95-4084856 inc = 1 prob = 0.0918679,"[0.0, 0.0, 1.0, 0.0, 0.000507, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010027, 0.0, 1.0, 0.0, 0.015945, 0.081268, 1.0, 0.44, 0.111111, 0.082737, 0.020712, 0.0, 0.160888, 0.074484, 0.0, 0.0, 0.0, 0.0, 0.404424, 0.788431, 0.996772, 0.840955, 0.0, 0.0, 0.0, 0.0, 0.099169, 0.0, 0.229714, 0.14325, 0.333333, 0.22, 0.0, 0.005776, 0.005525, 0.0]"
0,12215,458,docid = GX010-93-0216950 inc = 0.122007602854613 prob = 0.0969625,"[0.057751, 0.0, 0.0, 0.0, 0.057273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.224509, 0.0, 0.0, 0.0, 0.225244, 0.087523, 0.048387, 0.48, 0.166667, 0.087677, 0.831379, 0.839365, 0.817486, 0.724225, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.834828, 0.815384, 0.815881, 0.738241, 0.333333, 0.16, 0.0, 0.004378, 0.002762, 0.227273]"
0,12215,459,docid = GX011-44-1234690 inc = 1 prob = 0.116526,"[0.086626, 0.0, 0.0, 0.0, 0.086163, 0.0, 0.0, 0.0, 0.0, 0.0, 0.171004, 0.0, 0.0, 0.0, 0.171344, 0.204565, 0.129032, 0.08, 0.333333, 0.204696, 0.535557, 0.694172, 0.543691, 0.53598, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.541189, 0.655004, 0.543446, 0.550521, 0.5, 0.28, 0.0, 0.001716, 0.002762, 0.272727]"
0,12215,460,docid = GX011-73-3239383 inc = 0.207925615951795 prob = 0.116074,"[0.065856, 0.5, 0.0, 0.0, 0.06589, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18669, 0.161893, 0.0, 0.0, 0.187204, 0.030582, 0.096774, 0.16, 0.111111, 0.030588, 0.740563, 0.969687, 0.958295, 0.969086, 0.18607, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.739797, 0.958644, 0.956816, 0.98268, 0.166667, 0.17, 0.0, 0.001583, 0.005525, 0.0]"
0,12215,461,docid = GX011-87-8630079 inc = 0.207925615951795 prob = 0.125722,"[0.174265, 0.0, 0.5, 0.0, 0.174354, 0.0, 0.0, 0.0, 0.0, 0.0, 0.464284, 0.0, 0.424293, 0.0, 0.466722, 0.191848, 0.016129, 0.6, 0.055556, 0.191999, 0.822401, 0.773171, 0.740217, 0.68205, 0.0, 0.0, 0.0, 0.0, 0.13568, 0.18072, 0.32086, 0.175359, 0.0, 0.0, 0.0, 0.0, 0.825788, 0.742706, 0.740129, 0.697019, 0.166667, 0.13, 0.0, 0.001065, 0.008287, 0.0]"
0,12215,462,docid = GX012-02-14451255 inc = 0.0538665097034214 prob = 0.0954475,"[0.040527, 0.0, 0.0, 0.0, 0.040041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.089135, 0.0, 0.0, 0.0, 0.089804, 0.069981, 0.048387, 0.48, 0.166667, 0.070133, 0.664004, 0.893365, 0.84675, 0.830274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.668395, 0.875426, 0.846789, 0.845307, 0.333333, 0.16, 0.0, 0.005368, 0.002762, 0.181818]"
0,12215,463,docid = GX012-84-10057810 inc = 0.0452400714863769 prob = 0.090558,"[0.003546, 0.0, 1.0, 0.5, 0.004562, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021339, 0.0, 1.0, 0.563526, 0.030028, 0.000623, 0.0, 0.08, 0.222222, 0.000485, 0.748409, 0.945688, 0.682954, 0.663393, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.563526, 0.491719, 0.598074, 0.428647, 0.786935, 0.947923, 0.719336, 0.682573, 0.666667, 0.41, 0.0, 0.0, 0.0, 0.0]"
0,12215,464,docid = GX013-28-14953429 inc = 0.00901704780121993 prob = 0.0897405,"[0.02077, 0.5, 0.5, 0.5, 0.021794, 0.0, 0.0, 0.0, 0.0, 0.0, 0.081255, 0.370068, 0.424293, 0.436474, 0.088975, 0.019826, 0.032258, 0.08, 0.055556, 0.019668, 0.316852, 0.486634, 0.351016, 0.055468, 0.796119, 0.382847, 0.309137, 0.324313, 0.424293, 0.312938, 0.325519, 0.269349, 0.498874, 0.350381, 0.379445, 0.305764, 0.316543, 0.424925, 0.349958, 0.069257, 0.0, 0.0, 0.0, 0.007739, 0.002762, 0.295455]"
0,12215,465,docid = GX014-34-14963644 inc = 1 prob = 0.12189,"[0.069402, 1.0, 0.0, 0.0, 0.069944, 0.0, 0.0, 0.0, 0.0, 0.0, 0.257572, 1.0, 0.0, 0.0, 0.263796, 0.082422, 0.225806, 0.16, 0.111111, 0.082622, 0.865027, 0.864877, 0.873571, 0.817555, 0.538985, 0.53304, 0.758809, 0.432935, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.869169, 0.844807, 0.874501, 0.833895, 0.333333, 0.11, 0.0, 0.061369, 0.008287, 0.159091]"
0,12215,466,docid = GX014-69-14165746 inc = 1 prob = 0.0857054,"[0.018237, 0.0, 0.0, 0.0, 0.017739, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024962, 0.0, 0.0, 0.0, 0.025649, 0.055856, 0.064516, 0.56, 0.166667, 0.056074, 0.25197, 0.505378, 0.258165, 0.19779, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.252427, 0.442994, 0.252263, 0.207174, 0.166667, 0.29, 0.0, 0.003264, 0.005525, 0.227273]"
0,12215,467,docid = GX015-02-5052380 inc = 0.207925615951795 prob = 0.117199,"[0.270517, 0.0, 0.5, 0.0, 0.270654, 0.0, 0.0, 0.0, 0.0, 0.0, 0.318332, 0.0, 0.335753, 0.0, 0.318536, 0.254143, 0.0, 0.56, 0.277778, 0.254352, 0.625177, 0.977811, 1.0, 0.946144, 0.0, 0.0, 0.0, 0.0, 0.113295, 0.077709, 0.142498, 0.088389, 0.0, 0.0, 0.0, 0.0, 0.631627, 0.968582, 1.0, 0.961299, 0.333333, 0.29, 0.0, 0.0, 0.0, 0.0]"
0,12215,468,docid = GX016-34-7556978 inc = 1 prob = 0.207852,"[0.056231, 0.0, 1.0, 0.0, 0.056766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.217675, 0.0, 1.0, 0.0, 0.223465, 0.02502, 0.016129, 0.24, 0.111111, 0.024955, 1.0, 0.987223, 0.978186, 0.901159, 0.0, 0.0, 0.0, 0.0, 0.604408, 0.880375, 0.998563, 0.897505, 0.0, 0.0, 0.0, 0.0, 0.999884, 0.977205, 0.976356, 0.913686, 0.333333, 0.05, 0.0, 0.007999, 0.022099, 0.0]"
0,12215,469,docid = GX017-22-2513387 inc = 1 prob = 0.107927,"[0.012665, 1.0, 1.0, 0.0, 0.014192, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05899, 0.870068, 1.0, 0.0, 0.069988, 0.011125, 0.112903, 0.28, 0.166667, 0.011242, 0.874115, 0.897706, 0.813245, 0.81019, 0.895708, 0.980785, 0.9996, 0.983906, 0.550013, 0.863591, 0.998205, 0.883123, 0.0, 0.0, 0.0, 0.0, 0.907071, 0.888643, 0.834037, 0.836501, 0.5, 0.24, 0.0, 7.2e-05, 0.002762, 0.068182]"
0,12215,470,docid = GX018-79-3371826 inc = 0.00901704780121993 prob = 0.0898182,"[0.043566, 0.0, 0.0, 0.0, 0.043082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.054435, 0.0, 0.0, 0.0, 0.054935, 0.15231, 0.016129, 0.16, 0.277778, 0.152292, 0.241446, 0.483947, 0.320417, 0.337997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.244179, 0.422813, 0.319785, 0.352187, 0.5, 0.24, 0.0, 0.02283, 0.005525, 0.045455]"
0,12215,471,docid = GX024-76-11803917 inc = 1 prob = 0.102003,"[0.015704, 1.0, 1.0, 0.5, 0.017739, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03862, 0.531961, 0.596965, 0.155735, 0.044279, 0.011079, 0.225806, 1.0, 0.222222, 0.011796, 0.807002, 0.949346, 0.788748, 0.836762, 0.316545, 0.377991, 0.314153, 0.470817, 0.125322, 0.225948, 0.328399, 0.357712, 0.155735, 0.0, 0.0, 0.0, 0.812898, 0.943508, 0.804203, 0.859804, 0.333333, 0.16, 0.0, 0.000606, 0.002762, 0.454545]"
0,12215,472,docid = GX026-93-0064813 inc = 0.00817405031920488 prob = 0.0897454,"[0.005066, 0.0, 0.0, 0.0, 0.004562, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023303, 0.0, 0.0, 0.0, 0.024106, 0.007294, 0.145161, 0.44, 0.277778, 0.007595, 0.632721, 0.777216, 0.647034, 0.453097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.622398, 0.729689, 0.638655, 0.454798, 0.666667, 0.4, 0.0, 0.058432, 0.008287, 0.068182]"
0,12215,473,docid = GX028-93-4747657 inc = 1 prob = 0.0922463,"[0.011651, 0.0, 0.0, 0.0, 0.011151, 0.0, 0.0, 0.0, 0.0, 0.0, 0.049558, 0.0, 0.0, 0.0, 0.050345, 0.00884, 0.032258, 0.2, 0.222222, 0.008819, 0.811114, 0.849563, 0.76251, 0.66287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.805956, 0.814737, 0.75588, 0.667575, 0.5, 0.23, 0.0, 0.000998, 0.002762, 0.022727]"
0,12215,474,docid = GX030-90-11770762 inc = 1 prob = 0.0642096,"[0.001013, 1.0, 1.0, 0.0, 0.002534, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008911, 0.63863, 0.749696, 0.0, 0.013711, 0.000646, 0.096774, 0.2, 0.444444, 0.000808, 0.29856, 0.709171, 0.259126, 0.354382, 0.734, 0.584168, 0.439285, 0.69898, 0.502853, 0.545399, 0.492555, 0.66244, 0.0, 0.0, 0.0, 0.0, 0.330058, 0.676188, 0.312224, 0.376516, 0.833333, 0.6, 0.0, 0.249557, 0.019337, 0.045455]"
0,12215,475,docid = GX034-07-4725670 inc = 1 prob = 0.0828147,"[0.04002, 0.0, 0.0, 0.0, 0.039534, 0.0, 0.0, 0.0, 0.0, 0.0, 0.039344, 0.0, 0.0, 0.0, 0.039946, 0.050455, 0.048387, 0.0, 0.166667, 0.050325, 0.302302, 0.667339, 0.486567, 0.545274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.303405, 0.624716, 0.48525, 0.55817, 0.333333, 0.25, 0.0, 0.009743, 0.008287, 0.25]"
0,12215,476,docid = GX034-15-1636008 inc = 1 prob = 0.121656,"[0.012665, 0.0, 0.0, 0.0, 0.012164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.059716, 0.0, 0.0, 0.0, 0.060527, 0.01094, 0.032258, 0.24, 0.111111, 0.010896, 0.890346, 0.933586, 0.825375, 0.82545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.887079, 0.914903, 0.821811, 0.834673, 0.333333, 0.26, 0.0, 0.020015, 0.01105, 0.090909]"
0,12215,477,docid = GX035-23-5614192 inc = 0.0675405675525941 prob = 0.0906542,"[0.011145, 0.0, 0.0, 0.0, 0.010644, 0.0, 0.0, 0.0, 0.0, 0.0, 0.045852, 0.0, 0.0, 0.0, 0.046638, 0.010433, 0.016129, 0.36, 0.111111, 0.010434, 0.770116, 0.825419, 0.739336, 0.627063, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.765428, 0.791425, 0.732653, 0.632406, 0.333333, 0.16, 0.0, 0.115558, 0.096685, 0.704545]"
0,12215,478,docid = GX035-85-7267235 inc = 0.122007602854613 prob = 0.10743,"[0.017224, 0.0, 0.5, 0.0, 0.017233, 0.0, 0.0, 0.0, 0.0, 0.0, 0.067161, 0.0, 0.424293, 0.0, 0.070258, 0.01611, 0.0, 0.16, 0.277778, 0.016044, 0.868697, 0.884141, 0.818067, 0.7882, 0.0, 0.0, 0.0, 0.0, 0.319677, 0.275202, 0.3248, 0.237015, 0.0, 0.0, 0.0, 0.0, 0.870029, 0.865783, 0.817822, 0.801835, 0.166667, 0.34, 0.0, 0.0, 0.0, 0.0]"
